序号,当前微博作者,微博内容,VIP,发布时间,当前微博转发数,当前微博评论数,被转发微博作者,被转微博内容,被转作者是否VIP,被转微博转发数,被转微博评论数,被转微博发布时间
416,更的的世界,反對派稱，北約飛機空襲了哈米斯旅(Khamis Brigade)的基地，隨即反對派士兵湧入，將這支卡紮菲精銳部隊驅逐並奪取了武器。圖為在的黎波裡附近的一個軍事基地，一名反對派士兵走過一輛冒著煙的車輛，它本屬於卡紮菲部隊。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
417,张靖芸的窝窝,#卡扎菲#我是陈洁，最近网#程丙芮#络上很热一个我的照片贴，很多朋友都加我QQ，已经爆满了，这里开个微博分享下我的自拍照片，喜欢的收藏这个就可以了，有什么好东西，大家一起分享吧，女人一定要懂得打扮自已噢！：http://t.cn/am7Phg,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
418,司马天下的围脖,卡扎菲离他崇拜的人的水平差得远，不懂的放下，不懂得见好就收。其实卡扎菲就是死在不智慧，看他崇拜的人，数次上下，及时收场，子孙幸福。这才是高人，值得崇拜的，故智慧的人一定是经历多的，经历过各种风浪，成了智慧。人生经历磨难未必是坏事，但是要懂得自保，不能以情绪影响结果，要会妥协。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
419,夏珊cnmJ货ko,现在卡扎菲不知躲在哪里了。这次西方国家不费一兵，达到他们的愿望了。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
421,军事RSS,     法国媒体称卡扎菲官邸附近爆发猛烈交火     http://t.cn/am7P73 2011年08月22日 14:54:01 ,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
423,传媒人苏见,【微博造不完的谣言】这帮加V名人，做梦都造新闻。干嘛这么着急的找卡扎菲作伴？——央视：卡扎菲与儿子及随从，正躲在一家医院里。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
425,蒙有才,《部分中国人为何同情卡扎菲政权》 部分中国人为何同情卡扎菲政权 王锦思 风声鹤唳、兵临城下、大兵压境，利比亚卡扎菲政权面临...,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
426,芜湖人家4425,永别了，卡扎菲，什么时候这个世界能彻底告别独裁。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
427,东北冬天,卡扎菲是北约的菜。萨达姆是美国的菜。如同“美食”。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
428,虫子将军,对@yabingogo 说：卡扎菲是没戏了，我感觉石油要跌了，，，，,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
430,被宠坏的芸06,"卡扎菲这哥们儿,前期不造农民发展经济;中期不攀科技升攻防,还被人骚扰;后期也没有抓住对手没起来的时机,爆兵一波流...经验微操意识都那么差,怎么可能不GG?",FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
433,更的的世界,反對派稱，北約飛機空襲了哈米斯旅(Khamis Brigade)的基地，隨即反對派士兵湧入，將這支卡紮菲精銳部隊驅逐並奪取了武器。圖為在的黎波裡附近的一個軍事基地，一名反對派士兵走過一輛冒著煙的車輛，它本屬於卡紮菲部隊。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
434,张靖芸的窝窝,#卡扎菲#我是陈洁，最近网#程丙芮#络上很热一个我的照片贴，很多朋友都加我QQ，已经爆满了，这里开个微博分享下我的自拍照片，喜欢的收藏这个就可以了，有什么好东西，大家一起分享吧，女人一定要懂得打扮自已噢！：http://t.cn/am7Phg,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
435,司马天下的围脖,卡扎菲离他崇拜的人的水平差得远，不懂的放下，不懂得见好就收。其实卡扎菲就是死在不智慧，看他崇拜的人，数次上下，及时收场，子孙幸福。这才是高人，值得崇拜的，故智慧的人一定是经历多的，经历过各种风浪，成了智慧。人生经历磨难未必是坏事，但是要懂得自保，不能以情绪影响结果，要会妥协。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
436,夏珊cnmJ货ko,现在卡扎菲不知躲在哪里了。这次西方国家不费一兵，达到他们的愿望了。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
438,军事RSS,     法国媒体称卡扎菲官邸附近爆发猛烈交火     http://t.cn/am7P73 2011年08月22日 14:54:01 ,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
440,传媒人苏见,【微博造不完的谣言】这帮加V名人，做梦都造新闻。干嘛这么着急的找卡扎菲作伴？——央视：卡扎菲与儿子及随从，正躲在一家医院里。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
442,蒙有才,《部分中国人为何同情卡扎菲政权》 部分中国人为何同情卡扎菲政权 王锦思 风声鹤唳、兵临城下、大兵压境，利比亚卡扎菲政权面临...,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
443,芜湖人家4425,永别了，卡扎菲，什么时候这个世界能彻底告别独裁。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
444,东北冬天,卡扎菲是北约的菜。萨达姆是美国的菜。如同“美食”。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
445,奋青草,为什么没有卡扎菲被审判，利比亚人民获得自由。这一选项呢？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
447,zlfang1066,卡扎菲一个传奇人物即将落幕，让我感凯！不禁想起一句：至今思相羽，不肯过江东！[握手],FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
448,驚濤駭浪吃喝玩樂,齐鲁晚报社论： 可惜，往事不可追，历史不能假设。生死惨烈的利比亚内战只能警示旁观者和后来人，把国家未来全部寄托于英雄或强人并不可靠，只有人民才是历史的主导者，一个英雄与其为了强权在握费尽心机，不如尽早实现主权在民。历史的潮流不可阻挡，逆势而动使得卡扎菲从英雄豪杰沦为孤家寡人。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
449,威客小百科,#卡扎菲#估计老卡没那么快就死。这场游戏也将不日就会结束！争夺石油新游戏即将又开始了～,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
450,老青微博,利比亚驻华使馆降国旗，卡扎菲完啦,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
451,烧心感觉,#利比亚危机# 请问顾正龙(@guzhenglong001) 您觉得卡扎菲如果被推翻或者流亡，利比亚会走向何方，对中国有何影响？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
455,星Ycs,持续关注利比亚局势。大势已去，所有的人都弃卡扎菲而去，现在又传出他被炸死……一代领导人就这样子退出历史舞台。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
457,华一一2011,  独夫民贼 人人得而诛之  能主动放下手中权力的 另当别论..... ——看到董平的博文《严惩卡扎菲、从轻发落穆巴拉克！》有感而发的评论。http://t.cn/amvBLE,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
458,-V-V-V-N-,刷图 把死了的卡扎菲刷下去，,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
459,虫子将军,对@yabingogo 说：卡扎菲是没戏了，我感觉石油要跌了，，，，,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
461,奋青草,为什么没有卡扎菲被审判，利比亚人民获得自由。这一选项呢？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
463,zlfang1066,卡扎菲一个传奇人物即将落幕，让我感凯！不禁想起一句：至今思相羽，不肯过江东！[握手],FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
464,驚濤駭浪吃喝玩樂,齐鲁晚报社论： 可惜，往事不可追，历史不能假设。生死惨烈的利比亚内战只能警示旁观者和后来人，把国家未来全部寄托于英雄或强人并不可靠，只有人民才是历史的主导者，一个英雄与其为了强权在握费尽心机，不如尽早实现主权在民。历史的潮流不可阻挡，逆势而动使得卡扎菲从英雄豪杰沦为孤家寡人。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
465,威客小百科,#卡扎菲#估计老卡没那么快就死。这场游戏也将不日就会结束！争夺石油新游戏即将又开始了～,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
466,老青微博,利比亚驻华使馆降国旗，卡扎菲完啦,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
467,烧心感觉,#利比亚危机# 请问顾正龙(@guzhenglong001) 您觉得卡扎菲如果被推翻或者流亡，利比亚会走向何方，对中国有何影响？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
471,星Ycs,持续关注利比亚局势。大势已去，所有的人都弃卡扎菲而去，现在又传出他被炸死……一代领导人就这样子退出历史舞台。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
473,华一一2011,  独夫民贼 人人得而诛之  能主动放下手中权力的 另当别论..... ——看到董平的博文《严惩卡扎菲、从轻发落穆巴拉克！》有感而发的评论。http://t.cn/amvBLE,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
474,-V-V-V-N-,刷图 把死了的卡扎菲刷下去，,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
475,虫子将军,对@yabingogo 说：卡扎菲是没戏了，我感觉石油要跌了，，，，,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
477,奋青草,为什么没有卡扎菲被审判，利比亚人民获得自由。这一选项呢？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
479,zlfang1066,卡扎菲一个传奇人物即将落幕，让我感凯！不禁想起一句：至今思相羽，不肯过江东！[握手],FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
480,驚濤駭浪吃喝玩樂,齐鲁晚报社论： 可惜，往事不可追，历史不能假设。生死惨烈的利比亚内战只能警示旁观者和后来人，把国家未来全部寄托于英雄或强人并不可靠，只有人民才是历史的主导者，一个英雄与其为了强权在握费尽心机，不如尽早实现主权在民。历史的潮流不可阻挡，逆势而动使得卡扎菲从英雄豪杰沦为孤家寡人。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
481,威客小百科,#卡扎菲#估计老卡没那么快就死。这场游戏也将不日就会结束！争夺石油新游戏即将又开始了～,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
482,老青微博,利比亚驻华使馆降国旗，卡扎菲完啦,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
483,烧心感觉,#利比亚危机# 请问顾正龙(@guzhenglong001) 您觉得卡扎菲如果被推翻或者流亡，利比亚会走向何方，对中国有何影响？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
487,星Ycs,持续关注利比亚局势。大势已去，所有的人都弃卡扎菲而去，现在又传出他被炸死……一代领导人就这样子退出历史舞台。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
489,华一一2011,  独夫民贼 人人得而诛之  能主动放下手中权力的 另当别论..... ——看到董平的博文《严惩卡扎菲、从轻发落穆巴拉克！》有感而发的评论。http://t.cn/amvBLE,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
490,-V-V-V-N-,刷图 把死了的卡扎菲刷下去，,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
491,虫子将军,对@yabingogo 说：卡扎菲是没戏了，我感觉石油要跌了，，，，,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
493,中国电信短信回执业务,#另类卡扎菲#传奇人物卡扎菲，世人对他的评价毁誉参半。1988年阿盟首脑会议上，卡扎菲右手戴白手套，说是为了与“美国走狗”握手时不脏了自己的手。卡扎菲非常信任妇女，他的卫队由清一色的女兵组成。【回执用户如想获得免费军事、科技资讯，可编辑短信YX发送到106591911107定制】,TRUE,2011/8/22 15:09,0,0,无,无,TRUE,0,0,2000/1/1 0:00
495,幺蛾子打王逛,烂谈：昨天晚上一直在电视面前守到起，等待着中国女足和日本队的加时结束，终于可以出一口大气：女足冠军是我们的了。消息称反政府武装已经控制了利比亚首都，其实推翻了卡扎菲有怎样？反对派不过是北约的代言人， 利比亚只是一个新殖民地而已，体现的是西方国家的利益：利比亚是才出虎口，又进狗窝。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
496,晓伟1105293003,#卡扎菲#电视一直以为是“敌弱我强”。  看结果原来是“敌强我弱”。  真是大忽悠的CC*V！,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
499,hln4007,【卡扎菲死了，卡粉们伤痛欲绝】[嘘],FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
501,zlfang1066,卡扎菲一个传奇人物即将落幕，让我感凯！不禁想起一句：至今思相羽，不肯过江东！[握手],FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
502,奋青草,为什么没有卡扎菲被审判，利比亚人民获得自由。这一选项呢？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
503,驚濤駭浪吃喝玩樂,齐鲁晚报社论： 可惜，往事不可追，历史不能假设。生死惨烈的利比亚内战只能警示旁观者和后来人，把国家未来全部寄托于英雄或强人并不可靠，只有人民才是历史的主导者，一个英雄与其为了强权在握费尽心机，不如尽早实现主权在民。历史的潮流不可阻挡，逆势而动使得卡扎菲从英雄豪杰沦为孤家寡人。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
504,老青微博,利比亚驻华使馆降国旗，卡扎菲完啦,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
505,威客小百科,#卡扎菲#估计老卡没那么快就死。这场游戏也将不日就会结束！争夺石油新游戏即将又开始了～,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
507,烧心感觉,#利比亚危机# 请问顾正龙(@guzhenglong001) 您觉得卡扎菲如果被推翻或者流亡，利比亚会走向何方，对中国有何影响？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
508,中国电信短信回执业务,#另类卡扎菲#传奇人物卡扎菲，世人对他的评价毁誉参半。1988年阿盟首脑会议上，卡扎菲右手戴白手套，说是为了与“美国走狗”握手时不脏了自己的手。卡扎菲非常信任妇女，他的卫队由清一色的女兵组成。【回执用户如想获得免费军事、科技资讯，可编辑短信YX发送到106591911107定制】,TRUE,2011/8/22 15:09,0,0,无,无,TRUE,0,0,2000/1/1 0:00
510,幺蛾子打王逛,烂谈：昨天晚上一直在电视面前守到起，等待着中国女足和日本队的加时结束，终于可以出一口大气：女足冠军是我们的了。消息称反政府武装已经控制了利比亚首都，其实推翻了卡扎菲有怎样？反对派不过是北约的代言人， 利比亚只是一个新殖民地而已，体现的是西方国家的利益：利比亚是才出虎口，又进狗窝。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
511,晓伟1105293003,#卡扎菲#电视一直以为是“敌弱我强”。  看结果原来是“敌强我弱”。  真是大忽悠的CC*V！,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
514,hln4007,【卡扎菲死了，卡粉们伤痛欲绝】[嘘],FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
516,zlfang1066,卡扎菲一个传奇人物即将落幕，让我感凯！不禁想起一句：至今思相羽，不肯过江东！[握手],FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
517,奋青草,为什么没有卡扎菲被审判，利比亚人民获得自由。这一选项呢？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
518,驚濤駭浪吃喝玩樂,齐鲁晚报社论： 可惜，往事不可追，历史不能假设。生死惨烈的利比亚内战只能警示旁观者和后来人，把国家未来全部寄托于英雄或强人并不可靠，只有人民才是历史的主导者，一个英雄与其为了强权在握费尽心机，不如尽早实现主权在民。历史的潮流不可阻挡，逆势而动使得卡扎菲从英雄豪杰沦为孤家寡人。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
519,老青微博,利比亚驻华使馆降国旗，卡扎菲完啦,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
520,威客小百科,#卡扎菲#估计老卡没那么快就死。这场游戏也将不日就会结束！争夺石油新游戏即将又开始了～,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
522,烧心感觉,#利比亚危机# 请问顾正龙(@guzhenglong001) 您觉得卡扎菲如果被推翻或者流亡，利比亚会走向何方，对中国有何影响？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
523,中国电信短信回执业务,#另类卡扎菲#传奇人物卡扎菲，世人对他的评价毁誉参半。1988年阿盟首脑会议上，卡扎菲右手戴白手套，说是为了与“美国走狗”握手时不脏了自己的手。卡扎菲非常信任妇女，他的卫队由清一色的女兵组成。【回执用户如想获得免费军事、科技资讯，可编辑短信YX发送到106591911107定制】,TRUE,2011/8/22 15:09,0,0,无,无,TRUE,0,0,2000/1/1 0:00
525,幺蛾子打王逛,烂谈：昨天晚上一直在电视面前守到起，等待着中国女足和日本队的加时结束，终于可以出一口大气：女足冠军是我们的了。消息称反政府武装已经控制了利比亚首都，其实推翻了卡扎菲有怎样？反对派不过是北约的代言人， 利比亚只是一个新殖民地而已，体现的是西方国家的利益：利比亚是才出虎口，又进狗窝。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
526,晓伟1105293003,#卡扎菲#电视一直以为是“敌弱我强”。  看结果原来是“敌强我弱”。  真是大忽悠的CC*V！,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
529,hln4007,【卡扎菲死了，卡粉们伤痛欲绝】[嘘],FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
531,zlfang1066,卡扎菲一个传奇人物即将落幕，让我感凯！不禁想起一句：至今思相羽，不肯过江东！[握手],FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
532,奋青草,为什么没有卡扎菲被审判，利比亚人民获得自由。这一选项呢？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
533,驚濤駭浪吃喝玩樂,齐鲁晚报社论： 可惜，往事不可追，历史不能假设。生死惨烈的利比亚内战只能警示旁观者和后来人，把国家未来全部寄托于英雄或强人并不可靠，只有人民才是历史的主导者，一个英雄与其为了强权在握费尽心机，不如尽早实现主权在民。历史的潮流不可阻挡，逆势而动使得卡扎菲从英雄豪杰沦为孤家寡人。,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
534,老青微博,利比亚驻华使馆降国旗，卡扎菲完啦,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
535,威客小百科,#卡扎菲#估计老卡没那么快就死。这场游戏也将不日就会结束！争夺石油新游戏即将又开始了～,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
537,烧心感觉,#利比亚危机# 请问顾正龙(@guzhenglong001) 您觉得卡扎菲如果被推翻或者流亡，利比亚会走向何方，对中国有何影响？,FALSE,2011/8/22 15:08,0,0,无,无,FALSE,0,0,2000/1/1 0:00
538,leeko78,卡扎菲看来真的是要完蛋了，其实，他的强硬带给自己的国家和人民是一场巨大的灾难。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
540,伟碧_Weng,《部分中国人为何同情卡扎菲政权》 部分中国人为何同情卡扎菲政权 王锦思 风声鹤唳、兵临城下、大兵压境，利比亚卡扎菲政权面临...,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
541,东戈52,霸权主义下场可悲：希特勒曾经幻想踏平世界；日本曾经幻想建立“大东亚共荣圈”......结果......卡扎菲幻想当“非洲大联盟”领袖，现在......,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
542,专骂房托,#利比亚危机# 请问顾正龙(@guzhenglong001) 您觉得卡扎菲如果被推翻或者流亡，利比亚会走向何方，对中国有何影响？,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
543,不想你在惜风,五一放假第1天，威廉结婚了；放假第2天，卡扎菲死了儿子孙子；放假第3天本拉登死了。幸亏只放三天。。。。。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
544,o俏丽小妞o,Breaking News: 路透社5分钟前最新消息：卡扎菲已被其卫队枪毙。(待证实)[织],FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
545,胡刘馨方,奥巴马发表讲话敦促卡扎菲让权 称支持利反对派 http://t.cn/ansYgK  （分享自 @头条新闻）,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
546,卡瓦格博9488,《部分中国人为何同情卡扎菲政权》 部分中国人为何同情卡扎菲政权 王锦思 风声鹤唳、兵临城下、大兵压境，利比亚卡扎菲政权面临...,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
547,乌关,#卡扎菲#卡扎菲被自己的卫队击毙?,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
548,Rhett57,禁不住斟满一杯欢庆的美酒！-----有一个独裁统治的瓦解！接下来再欣赏对卡扎菲的审判！胜利属于迎接民主和自由的人民！ 再为为争取自由和民主牺牲的勇士们！ 干杯！[耶],FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
549,枫子7912,卡扎菲注定扛不住所有人的反对，他还要组织反击！虽然胜算几乎是没有，但精神永在… 等哪天东山再起吧！,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
550,中国电信短信回执业务,#另类卡扎菲#传奇人物卡扎菲，世人对他的评价毁誉参半。1988年阿盟首脑会议上，卡扎菲右手戴白手套，说是为了与“美国走狗”握手时不脏了自己的手。卡扎菲非常信任妇女，他的卫队由清一色的女兵组成。【回执用户如想获得免费军事、科技资讯，可编辑短信YX发送到106591911107定制】,TRUE,2011/8/22 15:09,0,0,无,无,TRUE,0,0,2000/1/1 0:00
552,幺蛾子打王逛,烂谈：昨天晚上一直在电视面前守到起，等待着中国女足和日本队的加时结束，终于可以出一口大气：女足冠军是我们的了。消息称反政府武装已经控制了利比亚首都，其实推翻了卡扎菲有怎样？反对派不过是北约的代言人， 利比亚只是一个新殖民地而已，体现的是西方国家的利益：利比亚是才出虎口，又进狗窝。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
553,晓伟1105293003,#卡扎菲#电视一直以为是“敌弱我强”。  看结果原来是“敌强我弱”。  真是大忽悠的CC*V！,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
554,leeko78,卡扎菲看来真的是要完蛋了，其实，他的强硬带给自己的国家和人民是一场巨大的灾难。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
556,伟碧_Weng,《部分中国人为何同情卡扎菲政权》 部分中国人为何同情卡扎菲政权 王锦思 风声鹤唳、兵临城下、大兵压境，利比亚卡扎菲政权面临...,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
557,东戈52,霸权主义下场可悲：希特勒曾经幻想踏平世界；日本曾经幻想建立“大东亚共荣圈”......结果......卡扎菲幻想当“非洲大联盟”领袖，现在......,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
558,专骂房托,#利比亚危机# 请问顾正龙(@guzhenglong001) 您觉得卡扎菲如果被推翻或者流亡，利比亚会走向何方，对中国有何影响？,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
559,不想你在惜风,五一放假第1天，威廉结婚了；放假第2天，卡扎菲死了儿子孙子；放假第3天本拉登死了。幸亏只放三天。。。。。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
560,o俏丽小妞o,Breaking News: 路透社5分钟前最新消息：卡扎菲已被其卫队枪毙。(待证实)[织],FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
561,胡刘馨方,奥巴马发表讲话敦促卡扎菲让权 称支持利反对派 http://t.cn/ansYgK  （分享自 @头条新闻）,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
562,卡瓦格博9488,《部分中国人为何同情卡扎菲政权》 部分中国人为何同情卡扎菲政权 王锦思 风声鹤唳、兵临城下、大兵压境，利比亚卡扎菲政权面临...,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
563,乌关,#卡扎菲#卡扎菲被自己的卫队击毙?,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
564,Rhett57,禁不住斟满一杯欢庆的美酒！-----有一个独裁统治的瓦解！接下来再欣赏对卡扎菲的审判！胜利属于迎接民主和自由的人民！ 再为为争取自由和民主牺牲的勇士们！ 干杯！[耶],FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
565,枫子7912,卡扎菲注定扛不住所有人的反对，他还要组织反击！虽然胜算几乎是没有，但精神永在… 等哪天东山再起吧！,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
566,中国电信短信回执业务,#另类卡扎菲#传奇人物卡扎菲，世人对他的评价毁誉参半。1988年阿盟首脑会议上，卡扎菲右手戴白手套，说是为了与“美国走狗”握手时不脏了自己的手。卡扎菲非常信任妇女，他的卫队由清一色的女兵组成。【回执用户如想获得免费军事、科技资讯，可编辑短信YX发送到106591911107定制】,TRUE,2011/8/22 15:09,0,0,无,无,TRUE,0,0,2000/1/1 0:00
568,幺蛾子打王逛,烂谈：昨天晚上一直在电视面前守到起，等待着中国女足和日本队的加时结束，终于可以出一口大气：女足冠军是我们的了。消息称反政府武装已经控制了利比亚首都，其实推翻了卡扎菲有怎样？反对派不过是北约的代言人， 利比亚只是一个新殖民地而已，体现的是西方国家的利益：利比亚是才出虎口，又进狗窝。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
569,晓伟1105293003,#卡扎菲#电视一直以为是“敌弱我强”。  看结果原来是“敌强我弱”。  真是大忽悠的CC*V！,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
570,leeko78,卡扎菲看来真的是要完蛋了，其实，他的强硬带给自己的国家和人民是一场巨大的灾难。,FALSE,2011/8/22 15:09,0,0,无,无,FALSE,0,0,2000/1/1 0:00
